13.10.2015 16:16;Новосибирская область;Центр социальной помощи на дому;Новосибирск, ул Весенняя, дом 278;Центр (отделение) социальной помощи на дому;Совсем не удовлетворен;Затрудняюсь ответить;Затрудняюсь ответить;Чем-то удовлетворен, чем-то нет;Скорее нет;Да, такое было несколько раз;Не могу оценить;Нет;Нет;Да;Не могу оценить;Не могу оценить;Не могу оценить;Скорее да, чем нет;Скорее да, чем нет;Персонал достаточно вежливый.;Хотоелось бы, чтобы социальные работники приходили на дом почаще
13.10.2015 16:21;Иркутская область;Дом -интернат для престарелых;Иркутск, ул. Полевая, дом. 275;Дом-интернат для престарелых и инвалидов;Полностью удовлетворен;Определённо да;На высоком уровне;Полностью удовлетворен;Да;Да, всегда;Не могу оценить;Да;Да;Да;Да;Да;Да;Определённо да;Определённо да;Очень зорошее учреждение. Замечательные условия проживания, питание, доброжелательный и квалифицированный персонал;На территории около интерната больше скамеек разместить на теневой стороне.
13.10.2015 18:49;Орловская область;"БУ ОО \"ЦСОН Знаменского района\"";с.Знаменское, ул. Ленина 33а;Центр социального обслуживания;Полностью удовлетворен;Определённо да;На среднем уровне;Полностью удовлетворен;Да;Нет, услуги всегда оказываются в назначенное время;Да;Да;Да;Да;Не могу оценить;Да;Да;Определённо да;Скорее да, чем нет;вниманием работниками соц. службы;жалоб нет
14.10.2015 11:50;Ростовская область;центр социального обслуживания граждан пожилого возраста и инвалидов №2;Ростовская область г Шахты, перЛенинского Комсомола д 63;Центр социального обслуживания;Полностью удовлетворен;Определённо да;На среднем уровне;Полностью удовлетворен;Да;Нет, услуги всегда оказываются в назначенное время;Да;Да;Да;Да;Не могу оценить;Не могу оценить;Не могу оценить;Определённо да;Определённо да;Всем  довольна;Всем  довольна
15.10.2015 11:05;Волгоградская область;отделение соц. фонда соц. страхования;г. волгоград ул. донецкая дом 16;Центр социального обслуживания;Совсем не удовлетворен;Скорее нет, чем да;На среднем уровне;Совсем не удовлетворен;Скорее нет;Да, всегда;Нет;Нет;Не могу оценить;Не могу оценить;Не могу оценить;Не могу оценить;Не могу оценить;Определённо нет;Определённо нет;ужасное некомпетентное  ведение переговоров,пустые обешания, недостоверность,неинформативость,казнокрадство;инвалид первои группы стоит в очереди на памперсы уже пол года. и ни ответа ни привета.одни обешания
15.10.2015 14:59;Ростовская область;Центр социального обслуживания №2;г.Шахты пр.Ленинского Комсомола 63;Центр социального обслуживания;Полностью удовлетворен;Определённо да;На высоком уровне;Полностью удовлетворен;Да;Нет, услуги всегда оказываются в назначенное время;Да;Да;Да;Да;Не могу оценить;Не могу оценить;Не могу оценить;Определённо да;Определённо да;Всем довольна;Всем довольна
15.10.2015 15:59;Ростовская область;"МБУ г.Шахты \"ЦСО №2\"";г.Шахты, пр.Ленинского Комсомола 63-а;Центр социального обслуживания;Чем-то удовлетворен, чем-то нет;Скорее да, чем нет;На среднем уровне;Полностью удовлетворен;Да;Нет, услуги всегда оказываются в назначенное время;Да;Да;Не могу оценить;Да;Не могу оценить;Не могу оценить;Не могу оценить;Скорее да, чем нет;Скорее да, чем нет;Профессионализм сотрудников  и готовность помочь.;Невозможность посещений соцработником всегда в первой половине дня.
15.10.2015 16:22;Ростовская область;Центр социального обслуживания № 2;город Шахты, Пр.Ленинского Комсомола 63;Центр социального обслуживания;Полностью удовлетворен;Определённо да;На высоком уровне;Полностью удовлетворен;Да;Нет, услуги всегда оказываются в назначенное время;Да;Да;Да;Да;Не могу оценить;Не могу оценить;Не могу оценить;Определённо да;Определённо да;"Внимательное, доброе отношение; качественное выполнение услуг";Всем довольна
15.10.2015 16:25;Республика Крым;Филиал № 6 Государственного учреждения - регионального отделения  Фонда социального страхования Российской Федерации по Республике Крым.;г.Керчь, ул. Театральная;Комплексный центр социального обслуживания населения;Совсем не удовлетворен;Затрудняюсь ответить;Затрудняюсь ответить;Полностью удовлетворен;Скорее нет;Да, всегда;Нет;Нет;Нет;Нет;Не могу оценить;Нет;Да;Скорее нет, чем да;Определённо нет;ничем.;13.07.2015 года  я получил Уведомление № 365.  по обеспечению техническими средствами реабилитации.         Кресло-коляска с ручным приводом базовая прогулочная. Кресло-стул с санитарным оснащением без колёс.         Основание: ИПР № 1429 от 9 июля 2015. года.          До настоящего времени мне ничего не поставил, а прошло уже три месяца. На мои запросы мне не дают ответа, когда эта услуга будет оказана.          Прошу оказать содействие в удовлетворении заявки.
16.10.2015 9:58;Ростовская область;"МБУ г.Шахты \"ЦСО №2\"";г.Шахты, пр.Ленинского Комсомола 63-а;Центр социального обслуживания;Полностью удовлетворен;Определённо да;На среднем уровне;Чем-то удовлетворен, чем-то нет;Скорее да;Нет, услуги всегда оказываются в назначенное время;Да;Да;Не могу оценить;Да;Не могу оценить;Не могу оценить;Не могу оценить;Скорее да, чем нет;Определённо да;Решением бытовых проблем (оказание помощи в оплате коммунальных платежей);Не везде социальных работников пропускают без очереди.
16.10.2015 12:43;Орловская область;БУ ОО ЦСОН ЗНАМЕНСКОГО РАЙОНА;с. Знаменское ул. Ленина 33-а;Центр социального обслуживания;Полностью удовлетворен;Определённо да;На высоком уровне;Полностью удовлетворен;Да;Нет, услуги всегда оказываются в назначенное время;Да;Да;Да;Да;Не могу оценить;Не могу оценить;Не могу оценить;Определённо да;Определённо да;Доброжелательность, вежливость персонала... быстрое решение вопросов;нет претензий
16.10.2015 14:34;Ростовская область;Центр социального обслуживания №2;г Шахты пр Ленинского Комсомола 63-а;Центр социального обслуживания;Полностью удовлетворен;Определённо да;На среднем уровне;Полностью удовлетворен;Да;Нет, услуги всегда оказываются в назначенное время;Да;Да;Да;Да;Не могу оценить;Не могу оценить;Не могу оценить;Определённо да;Определённо да;Всем доволен;Всем доволен
17.10.2015 20:23;Нижегородская область;понетаевский пни;с.Понетаевка ул. школьная д.12;Дом-интернат для престарелых и инвалидов;Полностью удовлетворен;Определённо да;На высоком уровне;Полностью удовлетворен;Скорее да;Нет, услуги всегда оказываются в назначенное время;Да;Да;Да;Да;Да;Да;Да;Скорее да, чем нет;Определённо да;социальные услуги предоставляются в полном объеме и качественные, персонал внимательный, компетентен.  Ни одна просьба не остается без внимания. Сотрудники всегда на страже интересов клиентов.;Все удовлетворяет
19.10.2015 7:44;Республика Алтай;"БУ РА \"УСПН Турочакского района\"";с.Турочак,ул.Рабочаяд.18;Иная организация;Полностью удовлетворен;Скорее да, чем нет;На высоком уровне;Полностью удовлетворен;Да;Нет, услуги всегда оказываются в назначенное время;Не могу оценить;Да;Не могу оценить;Не могу оценить;Не могу оценить;Не могу оценить;Не могу оценить;Скорее да, чем нет;Скорее да, чем нет;Вежливостью и оперативностью сотрудников;Ничем.
19.10.2015 11:51;Алтайский край;косплексный центр;Бийск. ул Победы, дом 125;Комплексный центр социального обслуживания населения;Полностью удовлетворен;Определённо да;На высоком уровне;Полностью удовлетворен;Да;Да, всегда;Да;Да;Да;Да;Да;Да;Да;Определённо да;Определённо да;Питанием;Старая мебель
19.10.2015 11:55;Амурская область;Комплексный центр социального обслуживания населения;ул. Ленина дом. 132;Комплексный центр социального обслуживания населения;Чем-то удовлетворен, чем-то нет;Скорее нет, чем да;На низком уровне;Полностью удовлетворен;Скорее нет;Да, всегда;Да;Да;Не могу оценить;Не могу оценить;Не могу оценить;Не могу оценить;Не могу оценить;Скорее да, чем нет;Скорее да, чем нет;-;Вежливостью персонала
19.10.2015 12:08;Вологодская область;Центр социального обслуживания;ул. Ольховская дом 34;Центр социального обслуживания;Совсем не удовлетворен;Определённо нет;На низком уровне;Совсем не удовлетворен;Нет;Затрудняюсь ответить;Не могу оценить;Не могу оценить;Не могу оценить;Не могу оценить;Не могу оценить;Не могу оценить;Не могу оценить;Определённо нет;Определённо нет;Ничем;Всем
19.10.2015 12:13;Владимирская  область;"интернат для ветеранов \"Забота\"";г. Гусь Хрустальный, ул Советская, 42;Дом-интернат для престарелых и инвалидов;Чем-то удовлетворен, чем-то нет;Скорее да, чем нет;На среднем уровне;Совсем не удовлетворен;Скорее да;Да, такое было несколько раз;Да;Нет;Не могу оценить;Не могу оценить;Нет;Да;Нет;Скорее нет, чем да;Скорее нет, чем да;хоть какое-то решение вопроса;медпомощи нет, питание скудное, всюду взятки
19.10.2015 12:19;Астраханская область;отделение соц помощи на дому;г. Астрахань, пер. Садовый, 5/3;Центр (отделение) социальной помощи на дому;Полностью удовлетворен;Определённо да;На среднем уровне;Чем-то удовлетворен, чем-то нет;Скорее да;Да, такое было несколько раз;Да;Нет;Да;Не могу оценить;Не могу оценить;Не могу оценить;Не могу оценить;Скорее нет, чем да;Скорее да, чем нет;хоть какая-то помощь;вороватые все, того и гляди надуют
19.10.2015 12:24;Орловская область;геронтологический центр;г. Орел, пер. 1-ый Коптерский, 13;Геронтологический центр;Полностью удовлетворен;Определённо да;На высоком уровне;Чем-то удовлетворен, чем-то нет;Да;Да, такое было несколько раз;Нет;Нет;Не могу оценить;Да;Да;Да;Да;Определённо нет;Скорее да, чем нет;все очень красиво, но лечения нет;кругом одни старики сумасшедшие, не с кем поговорить
19.10.2015 14:01;Челябинская область;"РЦ \"Импульс\"";Г. Челябинск Свердловский пр. 24а;Комплексный центр социального обслуживания населения;Чем-то удовлетворен, чем-то нет;Скорее нет, чем да;Затрудняюсь ответить;Совсем не удовлетворен;Нет;Да, всегда;Не могу оценить;Нет;Не могу оценить;Не могу оценить;Не могу оценить;Не могу оценить;Не могу оценить;Скорее да, чем нет;Скорее нет, чем да;Очереди, неуважение, потребительское отношение.;Просидеть в очереди более часа, чтоб услышать, что необходимых средств, предусмотренных программой, просто НЕТ на складе. В доставке (подгузники) отказывают. Утверждают, что средства были получены, документы с подписью не предоставляют. Просят самим покупать и предоставлять документы для компенсации.
19.10.2015 14:31;Ульяновская область;Комплексный центр социального обслуживания населения Ульяновской области «Исток» (ОГБУСО КЦСОН «Исток»);г. Ульяновск, ул. Нагорная, дом  55;Комплексный центр социального обслуживания населения;Чем-то удовлетворен, чем-то нет;Скорее да, чем нет;На среднем уровне;Чем-то удовлетворен, чем-то нет;Да;Да, такое было несколько раз;Нет;Нет;Нет;Нет;Не могу оценить;Не могу оценить;Нет;Определённо нет;Определённо нет;близкое расположение к дому;высока стоимость услуг, некомфортное жилищные условия, услуги предоставлялись не в то время в какое назначали
19.10.2015 14:40;Ханты-Мансийскоий автономный округ (Югра);Бюджетное учреждение Ханты-Мансийского автономного округа – Югры Комплексный центр социального обслуживания населения «Светлана»;г. Ханты мансийск, ул. орлова, дом  56а;Комплексный центр социального обслуживания населения;Затрудняюсь ответить;Скорее да, чем нет;Затрудняюсь ответить;Затрудняюсь ответить;Затрудняюсь ответить;Да, такое было несколько раз;Нет;Нет;Нет;Нет;Не могу оценить;Нет;Нет;Определённо нет;Определённо нет;близкое расположение к дому;высока стоимость услуг, некомфортное жилищные условия, услуги предоставлялись не в то время в какое назначали, не удобная мебель
19.10.2015 16:56;Мурманская область;Мурманское региональное отделение Фонда социального страхования РФ;Мурманск пр Кольский;Центр социального обслуживания;Совсем не удовлетворен;Определённо нет;На низком уровне;Совсем не удовлетворен;Скорее да;Да, такое было несколько раз;Не могу оценить;Нет;Не могу оценить;Не могу оценить;Не могу оценить;Не могу оценить;Не могу оценить;Затрудняюсь ответить;Скорее да, чем нет;Справки все же выдали;"Предоставление государственных услуг по принципу \"одного окна\" на базе МФЦ не работает, ранее при обращении справка выдавалась сразу, теперь по \"регламенту\" 10 дней ждать надо и это при том что надо выстоять в очереди и еще на работу успеть."
19.10.2015 20:34;Пермский край;Территориальное управление Министерства социального развития Пермского края по Лысьвенскому городскому округу;г. Лысьва, ул. Мира, 26;Центр социальной помощи семье и детям;Чем-то удовлетворен, чем-то нет;Скорее нет, чем да;На высоком уровне;Полностью удовлетворен;Скорее да;Затрудняюсь ответить;Не могу оценить;Да;Не могу оценить;Не могу оценить;Не могу оценить;Нет;Не могу оценить;Скорее нет, чем да;Затрудняюсь ответить;Вежливый персонал;Неполная информация о предоставлении услуги
20.10.2015 16:53;Омская область;БУ КЦСОН;рп Кормиловка, улица Советская, 9;Комплексный центр социального обслуживания населения;Чем-то удовлетворен, чем-то нет;Скорее нет, чем да;На среднем уровне;Чем-то удовлетворен, чем-то нет;Да;Нет, услуги всегда оказываются в назначенное время;Нет;Не могу оценить;Да;Не могу оценить;Не могу оценить;Не могу оценить;Да;Скорее да, чем нет;Скорее да, чем нет;Качеством и своевременным выполнением работ, вежливостью работников;Снятием льгот, постоянным увеличением тарифов, включением в перечень гарантированных работ, которых нет в деревне( ванны, унитазы и т.п.) и перенос в перечень дополнительных работ (характерных для деревни) таких как уборка снега и работ на огороде. Тарифы очень завышены. Услуги должны быть для людей, не против людей.
21.10.2015 9:52;Липецкая область;социальная защита;Долгоруковский район;Центр социального обслуживания;Совсем не удовлетворен;Определённо нет;На высоком уровне;Полностью удовлетворен;Да;Да, такое было несколько раз;Нет;Нет;Нет;Нет;Нет;Нет;Нет;Определённо нет;Определённо нет;Ничем;Воды как не было так нет ,с жильём не помогли, дрова не привезли. У меня ребёнок инвалид 2группы. Только обещания уже больше года
21.10.2015 11:27;Орловская область;БСУ СО ОО Каменский геронтологический центр;Орловская область Мценский район д.Большая Каменка ул. Зеленая д.1;Геронтологический центр;Чем-то удовлетворен, чем-то нет;Скорее да, чем нет;На высоком уровне;Чем-то удовлетворен, чем-то нет;Да;Да, всегда;Да;Не могу оценить;Да;Да;Да;Да;Да;Скорее да, чем нет;Определённо да;Доволен всем;Недовольства не испытываю
21.10.2015 11:44;Республика Бурятия;"Реабилитационный центр для детей с ограниченными возможностями \"Светлый\"";г. Улан-Удэ, ул. Лесная, 11а;Социально-реабилитационный центр для несовершеннолетних;Полностью удовлетворен;Определённо да;На высоком уровне;Полностью удовлетворен;Да;Нет, услуги всегда оказываются в назначенное время;Да;Да;Не могу оценить;Не могу оценить;Да;Да;Да;Определённо да;Определённо да;Мне понравилось все. Все сотрудники всегда вежливые, при возникновении каких-либо вопрос решают все быстро, оперативно. Очень хорошее питание, всегда все чисто, аккуратно.;довольны всем и все.
21.10.2015 13:55;Вологодская область;"МБУ СО \"КЦСОН г.Вологды\"";г.Вологда;Комплексный центр социального обслуживания населения;Полностью удовлетворен;Определённо да;На высоком уровне;Полностью удовлетворен;Да;Нет, услуги всегда оказываются в назначенное время;Да;Да;Да;Да;Да;Да;Да;Определённо да;Определённо да;Доступностью в получении информации;нет
22.10.2015 6:49;Республика Башкортостан;ОСЗН ЗАТО Межгорье;г.Межгорье, ул. Олимпийская, 60;Центр социального обслуживания;Полностью удовлетворен;Определённо да;На среднем уровне;Полностью удовлетворен;Да;Нет, услуги всегда оказываются в назначенное время;Да;Да;Да;Не могу оценить;Да;Не могу оценить;Не могу оценить;Определённо да;Определённо да;Оперативность, доброта, отзывчивость;недовольства отсутствуют
23.10.2015 12:00; Санкт-Петербург;МСЭ;ул.Бестужевская,д.50;Иная организация;Совсем не удовлетворен;Определённо нет;На среднем уровне;Совсем не удовлетворен;Нет;Да, всегда;Не могу оценить;Нет;Не могу оценить;Не могу оценить;Не могу оценить;Не могу оценить;Не могу оценить;Определённо нет;Определённо нет;Убирают чисто....;Некорректным обращением,совершенно не знают как общаться с людьми,пришедшим  к ним на прием.Не знают инструкций,не уважают граждан,не знают законов,а об этике и деонтологии совсем забыли,клятву Гепократа не признают,и ни какой управы на МСЭ нет!!!! Написали на новом сайте только положительные отзывы-сидят и радуются! Пока не будет видеонаблюдения,так и будут дальше себя вести!
26.10.2015 11:37;Оренбургская область;"ГБУСО \"КЦСОН\"";г.Бугуруслан;Комплексный центр социального обслуживания населения;Полностью удовлетворен;Определённо да;На среднем уровне;Полностью удовлетворен;Да;Да, всегда;Да;Да;Да;Да;Не могу оценить;Не могу оценить;Не могу оценить;Определённо да;Определённо да;доброжелательная обстановка, профессионализм сотрудников;нет
26.10.2015 19:16;Республика Хакасия;УСПН таштыпского района;с.Таштып, улюЛенина, 35;Иная организация;Полностью удовлетворен;Определённо да;На среднем уровне;Полностью удовлетворен;Скорее да;Нет, услуги всегда оказываются в назначенное время;Да;Да;Да;Да;Не могу оценить;Нет;Не могу оценить;Определённо да;Определённо да;доволен оказанными услугами;необходим ремонт, мебель старая
27.10.2015 10:22;Свердловская область;Бюро МСЭК;;Иная организация;Совсем не удовлетворен;Скорее нет, чем да;На среднем уровне;Совсем не удовлетворен;Нет;Да, всегда;Не могу оценить;Не могу оценить;Не могу оценить;Не могу оценить;Не могу оценить;Не могу оценить;Не могу оценить;Определённо нет;Определённо нет;Ни чем!;Некомпетентностью, не профессионализмом ну и т.д. Сплошные отрицательные и негативные эмоции! Я даже сказала, что в них стрелять надо!!!
27.10.2015 10:46;Ростовская область;МБУ г. Шахты «ЦСО №2»;город Шахты, пр. Ленинского Комсомола 63-а, пом. 4;Центр социального обслуживания;Полностью удовлетворен;Определённо да;На высоком уровне;Полностью удовлетворен;Да;Нет, услуги всегда оказываются в назначенное время;Да;Да;Да;Да;Не могу оценить;Не могу оценить;Не могу оценить;Определённо да;Определённо да;Довольна обслуживанием;-
28.10.2015 18:36;Челябинская область;"Муниципальное учреждение \"Уйский комплексный центр социального обслуживания населения\"";Челябинская обл.,с.Уйское ,ул Островского,21;Комплексный центр социального обслуживания населения;Полностью удовлетворен;Скорее нет, чем да;На высоком уровне;Полностью удовлетворен;Да;Нет, услуги всегда оказываются в назначенное время;Да;Да;Да;Да;Да;Да;Да;Определённо да;Определённо да;Внимательное и грамотное обслуживание специалистами и социальными работниками. Чистота и уют, вежливость и уважение к обслуживаемым гражданам. Хочется приходить и общаться, получать какую-либо информацию или услугу.Все работники знают свою работу на отлично.;Отсутствие удобного пандуса или подъемника для лиц с ограниченными возможностями.Скорее всего отсутствует дополнительное финансирование на обеспечение доступной среды.
29.10.2015 7:33;Республика Алтай;"АУ РА \"КЦСОН\"";г. Горно-Алтайск, пр Коммунистический, д.89;Комплексный центр социального обслуживания населения;Полностью удовлетворен;Скорее да, чем нет;На высоком уровне;Полностью удовлетворен;Да;Нет, услуги всегда оказываются в назначенное время;Да;Да;Не могу оценить;Не могу оценить;Не могу оценить;Не могу оценить;Не могу оценить;Скорее да, чем нет;Определённо да;Работой психологов, очень компетентны, вежливы короче профессионалы в своем деле;полностью удовлетворен
